idx	label	predict	radius	correct	time
434	3	7	0.0251	0	0:00:00.137479
435	7	7	0.0251	1	0:00:00.130576
436	2	2	0.0251	1	0:00:00.133325
437	5	5	0.0251	1	0:00:00.134447
438	3	3	0.0251	1	0:00:00.133023
439	1	1	0.0251	1	0:00:00.133020
440	1	1	0.0251	1	0:00:00.134020
441	4	4	0.0251	1	0:00:00.137903
442	9	9	0.0251	1	0:00:00.135345
443	9	9	0.0251	1	0:00:00.136190
444	5	5	0.0251	1	0:00:00.136525
445	7	7	0.0251	1	0:00:00.140935
446	5	5	0.0251	1	0:00:00.132226
447	0	0	0.0251	1	0:00:00.136383
448	2	2	0.0251	1	0:00:00.136915
449	2	0	0.0251	0	0:00:00.135432
450	2	2	0.0251	1	0:00:00.137748
451	9	9	0.0251	1	0:00:00.137795
452	7	7	0.0251	1	0:00:00.138563
453	3	6	0.0251	0	0:00:00.138024
454	9	9	0.0251	1	0:00:00.133845
455	4	4	0.0251	1	0:00:00.133242
456	3	4	0.0251	0	0:00:00.137225
457	5	5	0.0251	1	0:00:00.133999
458	4	4	0.0251	1	0:00:00.149282
459	6	6	0.0251	1	0:00:00.135359
460	5	5	0.0251	1	0:00:00.165225
461	6	6	0.0251	1	0:00:00.156157
462	1	1	0.0251	1	0:00:00.155589
463	4	4	0.0251	1	0:00:00.186951
464	3	4	0.0251	0	0:00:00.155019
465	4	4	0.0251	1	0:00:00.150791
466	4	4	0.0251	1	0:00:00.176067
467	3	3	0.0251	1	0:00:00.137068
468	7	5	0.0251	0	0:00:00.133329
469	8	8	0.0251	1	0:00:00.133921
470	3	3	0.0251	1	0:00:00.138469
471	7	7	0.0251	1	0:00:00.132735
472	8	8	0.0251	1	0:00:00.134617
473	0	2	0.0143	0	0:00:00.134786
474	5	5	0.0251	1	0:00:00.130485
475	7	7	0.0251	1	0:00:00.132331
476	6	6	0.0251	1	0:00:00.134431
477	0	8	0.0251	0	0:00:00.153030
478	5	5	0.0251	1	0:00:00.152727
479	4	4	0.0251	1	0:00:00.133871
480	8	1	0.0123	0	0:00:00.133434
481	6	6	0.0251	1	0:00:00.152193
482	8	8	0.0251	1	0:00:00.130632
483	5	5	0.0251	1	0:00:00.131994
484	5	5	0.0251	1	0:00:00.135429
485	9	0	0.0251	0	0:00:00.133661
486	9	9	0.0251	1	0:00:00.130947
487	9	9	0.0251	1	0:00:00.134458
488	5	4	0.0251	0	0:00:00.143777
489	0	0	0.0251	1	0:00:00.132511
490	1	1	0.0251	1	0:00:00.134011
491	0	0	0.0251	1	0:00:00.136344
492	8	8	0.0251	1	0:00:00.133616
493	1	1	0.0251	1	0:00:00.135114
494	1	1	0.0251	1	0:00:00.136391
495	8	8	0.0251	1	0:00:00.134125
496	0	0	0.0251	1	0:00:00.136220
497	2	2	0.0251	1	0:00:00.135498
498	2	2	0.0251	1	0:00:00.136899
499	0	0	0.0251	1	0:00:00.136134
500	4	4	0.0251	1	0:00:00.146605
501	6	6	0.0251	1	0:00:00.132459
502	5	5	0.0251	1	0:00:00.133736
503	4	4	0.0172	1	0:00:00.135626
504	9	9	0.0251	1	0:00:00.135711
505	4	4	0.0251	1	0:00:00.138001
506	7	7	0.0251	1	0:00:00.143307
507	9	9	0.0251	1	0:00:00.141221
508	9	0	0.0251	0	0:00:00.135437
509	4	4	0.0251	1	0:00:00.134297
510	5	5	0.0251	1	0:00:00.133390
511	6	6	0.0251	1	0:00:00.134423
512	6	6	0.0251	1	0:00:00.135384
513	1	1	0.0251	1	0:00:00.133277
514	5	5	0.0251	1	0:00:00.132895
515	3	3	0.0251	1	0:00:00.135607
516	8	8	0.0251	1	0:00:00.133046
517	9	9	0.0251	1	0:00:00.135381
518	5	7	0.0251	0	0:00:00.150701
519	8	8	0.0251	1	0:00:00.136875
520	5	5	0.0251	1	0:00:00.133889
521	7	7	0.0251	1	0:00:00.135039
522	0	0	0.0251	1	0:00:00.135557
523	7	7	0.0251	1	0:00:00.134248
524	0	0	0.0251	1	0:00:00.136111
525	5	5	0.0251	1	0:00:00.142354
526	0	4	0.0251	0	0:00:00.135779
527	0	0	0.0251	1	0:00:00.145595
528	4	4	0.0251	1	0:00:00.135828
529	6	6	0.0251	1	0:00:00.134008
530	9	9	0.0251	1	0:00:00.133192
531	0	3	0.0251	0	0:00:00.133447
532	9	1	0.0184	0	0:00:00.136692
533	5	5	0.0251	1	0:00:00.137118
534	6	6	0.0251	1	0:00:00.134812
535	6	6	0.0251	1	0:00:00.136271
536	6	6	0.0251	1	0:00:00.141989
537	2	6	0.0251	0	0:00:00.135462
538	9	9	0.0251	1	0:00:00.133086
539	0	0	0.0251	1	0:00:00.133147
540	1	1	0.0251	1	0:00:00.135069
541	7	3	0.0251	0	0:00:00.133458
542	6	6	0.0251	1	0:00:00.131434
543	7	7	0.0251	1	0:00:00.130651
544	5	5	0.0251	1	0:00:00.132232
545	9	9	0.0251	1	0:00:00.143535
546	1	1	0.0251	1	0:00:00.138847
547	6	6	0.0251	1	0:00:00.132501
548	2	6	0.0251	0	0:00:00.132058
549	5	3	0.0251	0	0:00:00.131784
550	5	5	0.0251	1	0:00:00.134027
551	5	3	0.0251	0	0:00:00.130008
552	8	8	0.0251	1	0:00:00.131620
553	5	3	0.0251	0	0:00:00.134109
554	9	9	0.0251	1	0:00:00.132679
555	4	4	0.0251	1	0:00:00.131789
556	6	4	0.0251	0	0:00:00.139892
557	4	4	0.0251	1	0:00:00.153517
558	3	3	0.0251	1	0:00:00.131605
559	2	2	0.0251	1	0:00:00.131426
560	0	0	0.0251	1	0:00:00.131709
561	7	7	0.0251	1	0:00:00.131731
562	6	6	0.0251	1	0:00:00.129288
563	2	6	0.0251	0	0:00:00.131601
564	2	6	0.00729	0	0:00:00.132340
565	3	3	0.0251	1	0:00:00.135782
566	9	9	0.0251	1	0:00:00.130909
567	7	4	0.0251	0	0:00:00.132008
568	9	6	0.0251	0	0:00:00.134020
569	2	2	0.0251	1	0:00:00.135385
570	6	5	0.0251	0	0:00:00.134360
571	7	7	0.0251	1	0:00:00.134765
572	1	1	0.0251	1	0:00:00.129410
573	3	3	0.0251	1	0:00:00.131573
574	6	6	0.0251	1	0:00:00.148014
575	6	6	0.0251	1	0:00:00.152054
576	8	8	0.0251	1	0:00:00.152921
577	9	9	0.0034	1	0:00:00.186912
578	7	7	0.0251	1	0:00:00.153834
579	5	5	0.0251	1	0:00:00.155005
580	4	4	0.0251	1	0:00:00.139793
581	0	4	0.00805	0	0:00:00.131531
582	8	8	0.0251	1	0:00:00.132946
583	4	4	0.0251	1	0:00:00.138718
584	0	0	0.0251	1	0:00:00.133426
585	9	9	0.0251	1	0:00:00.151246
586	3	6	0.0251	0	0:00:00.152948
587	4	4	0.0251	1	0:00:00.149784
588	8	8	0.0251	1	0:00:00.170342
589	9	9	0.0251	1	0:00:00.146310
590	6	6	0.0251	1	0:00:00.141556
591	9	9	0.0251	1	0:00:00.149029
592	2	2	0.0251	1	0:00:00.141097
593	6	6	0.0251	1	0:00:00.141318
594	1	1	0.0251	1	0:00:00.140867
595	4	4	0.0251	1	0:00:00.133482
596	7	7	0.0251	1	0:00:00.130337
597	3	3	0.0224	1	0:00:00.130084
598	5	3	0.0251	0	0:00:00.134744
599	3	3	0.0251	1	0:00:00.133435
600	8	8	0.0251	1	0:00:00.130808
601	5	5	0.0251	1	0:00:00.135201
602	0	0	0.0251	1	0:00:00.131361
603	2	2	0.0251	1	0:00:00.139861
604	1	1	0.0251	1	0:00:00.130091
605	6	6	0.0251	1	0:00:00.134415
606	4	3	0.0251	0	0:00:00.143867
607	3	5	0.0251	0	0:00:00.137476
608	3	3	0.0251	1	0:00:00.139084
609	9	9	0.0251	1	0:00:00.133915
610	6	6	0.0251	1	0:00:00.132617
611	9	1	0.0251	0	0:00:00.137478
612	8	8	0.0251	1	0:00:00.134235
613	8	8	0.0251	1	0:00:00.145761
614	5	5	0.0251	1	0:00:00.147193
615	8	9	0.0251	0	0:00:00.145613
616	6	6	0.0251	1	0:00:00.151894
617	6	6	0.0251	1	0:00:00.144661
618	2	7	0.0251	0	0:00:00.143275
619	1	1	0.0251	1	0:00:00.159226
620	7	7	0.0251	1	0:00:00.150007
621	7	1	0.0251	0	0:00:00.142539
622	1	1	0.0251	1	0:00:00.142581
623	2	2	0.0251	1	0:00:00.150086
624	7	7	0.0251	1	0:00:00.154483
625	9	9	0.0251	1	0:00:00.151147
626	9	9	0.0251	1	0:00:00.150498
627	4	4	0.0251	1	0:00:00.147439
628	4	4	0.0251	1	0:00:00.135026
629	1	1	0.0251	1	0:00:00.140273
630	2	8	0.0251	0	0:00:00.132091
631	5	5	0.0251	1	0:00:00.132922
632	6	6	0.0251	1	0:00:00.135576
633	8	8	0.0251	1	0:00:00.135982
